13 - 14 - 15 - 24 - 28 - 33
04 - 08 - 19 - 32 - 34 - 38
16 - 25 - 27 - 28 - 30 - 45
01 - 17 - 21 - 33 - 37 - 38
03 - 07 - 12 - 13 - 20 - 25
07 - 18 - 20 - 23 - 32 - 38
03 - 04 - 12 - 15 - 20 - 43
05 - 11 - 18 - 27 - 31 - 35
02 - 12 - 22 - 24 - 25 - 32
02 - 04 - 06 - 17 - 24 - 35
10 - 11 - 28 - 32 - 38 - 41
01 - 06 - 07 - 09 - 12 - 42
14 - 17 - 20 - 37 - 40 - 42
04 - 19 - 20 - 34 - 35 - 40
07 - 18 - 29 - 34 - 37 - 44
13 - 18 - 21 - 29 - 31 - 33
05 - 06 - 33 - 40 - 42 - 44
07 - 10 - 22 - 32 - 42 - 45
08 - 11 - 13 - 15 - 23 - 26
01 - 15 - 24 - 36 - 39 - 41
02 - 05 - 13 - 24 - 28 - 35
01 - 13 - 21 - 30 - 39 - 45
01 - 06 - 09 - 12 - 13 - 33
04 - 07 - 12 - 18 - 26 - 30
03 - 05 - 06 - 07 - 20 - 30
05 - 06 - 21 - 23 - 24 - 36
03 - 09 - 15 - 19 - 31 - 43
11 - 13 - 17 - 29 - 39 - 43
09 - 18 - 21 - 26 - 27 - 37
09 - 16 - 17 - 21 - 23 - 25
01 - 15 - 18 - 29 - 33 - 42
01 - 03 - 04 - 18 - 28 - 34
08 - 13 - 17 - 27 - 39 - 44
01 - 04 - 18 - 28 - 37 - 39
14 - 18 - 23 - 34 - 41 - 45
04 - 13 - 18 - 27 - 28 - 42
02 - 04 - 23 - 31 - 36 - 39
03 - 09 - 14 - 27 - 31 - 44
01 - 06 - 11 - 17 - 31 - 33
04 - 09 - 12 - 31 - 37 - 42
11 - 12 - 18 - 19 - 29 - 45
03 - 04 - 06 - 15 - 38 - 45
05 - 09 - 28 - 30 - 31 - 33
16 - 17 - 18 - 20 - 25 - 44
04 - 09 - 16 - 24 - 32 - 45
08 - 13 - 19 - 33 - 44 - 45
02 - 12 - 14 - 18 - 27 - 41
10 - 22 - 28 - 29 - 30 - 38
03 - 28 - 32 - 38 - 41 - 42
06 - 09 - 16 - 28 - 31 - 35
04 - 06 - 12 - 19 - 26 - 44
06 - 16 - 23 - 34 - 36 - 37
02 - 12 - 13 - 18 - 21 - 23
06 - 07 - 21 - 31 - 34 - 45
05 - 26 - 31 - 37 - 38 - 40
03 - 05 - 22 - 33 - 35 - 41
16 - 17 - 21 - 28 - 32 - 33
03 - 07 - 11 - 16 - 19 - 21
02 - 07 - 09 - 10 - 28 - 41
05 - 06 - 28 - 31 - 36 - 37
09 - 24 - 29 - 36 - 37 - 45
01 - 09 - 12 - 21 - 25 - 33
03 - 11 - 21 - 23 - 42 - 45
09 - 10 - 12 - 27 - 33 - 36
11 - 13 - 21 - 24 - 31 - 35
12 - 15 - 22 - 29 - 44 - 45
10 - 11 - 15 - 29 - 35 - 36
08 - 22 - 34 - 37 - 39 - 43
10 - 24 - 33 - 39 - 41 - 44
01 - 08 - 21 - 33 - 39 - 44
08 - 19 - 28 - 32 - 35 - 44
06 - 14 - 23 - 29 - 40 - 45
02 - 03 - 17 - 30 - 32 - 43
06 - 08 - 10 - 13 - 39 - 41
16 - 17 - 18 - 29 - 33 - 36
04 - 15 - 31 - 40 - 41 - 44
05 - 06 - 08 - 16 - 32 - 33
01 - 09 - 14 - 22 - 33 - 42
07 - 15 - 17 - 23 - 29 - 39
02 - 05 - 07 - 09 - 21 - 39
05 - 12 - 31 - 37 - 42 - 44
02 - 10 - 12 - 19 - 22 - 39
08 - 15 - 22 - 28 - 30 - 44
04 - 22 - 25 - 32 - 36 - 41
05 - 27 - 31 - 36 - 37 - 43
08 - 13 - 17 - 32 - 38 - 39
18 - 22 - 27 - 28 - 33 - 43
05 - 13 - 17 - 22 - 23 - 43
07 - 21 - 31 - 35 - 40 - 43
04 - 11 - 17 - 21 - 33 - 44
08 - 14 - 22 - 34 - 37 - 44
05 - 16 - 20 - 21 - 28 - 40
01 - 09 - 21 - 24 - 28 - 43
01 - 03 - 11 - 27 - 34 - 36
09 - 15 - 17 - 29 - 40 - 45
10 - 13 - 15 - 34 - 36 - 39
13 - 15 - 26 - 34 - 43 - 45
06 - 16 - 19 - 20 - 42 - 44
02 - 05 - 07 - 15 - 29 - 32
06 - 08 - 12 - 38 - 42 - 43
07 - 10 - 16 - 38 - 42 - 43
01 - 02 - 18 - 29 - 31 - 40
02 - 05 - 08 - 17 - 27 - 37
22 - 23 - 24 - 28 - 42 - 43
05 - 13 - 15 - 24 - 27 - 41
04 - 11 - 23 - 30 - 35 - 40
07 - 24 - 29 - 30 - 31 - 45
02 - 10 - 20 - 25 - 31 - 41
15 - 20 - 24 - 28 - 38 - 41
13 - 18 - 19 - 21 - 22 - 31
03 - 11 - 12 - 18 - 21 - 44
01 - 04 - 15 - 26 - 31 - 37
07 - 11 - 12 - 18 - 40 - 45
07 - 15 - 17 - 22 - 34 - 41
02 - 06 - 07 - 17 - 31 - 38
07 - 09 - 11 - 19 - 24 - 42
06 - 08 - 21 - 28 - 34 - 41
16 - 17 - 30 - 38 - 41 - 43
12 - 13 - 14 - 18 - 30 - 39
02 - 15 - 17 - 20 - 22 - 32
02 - 03 - 04 - 05 - 13 - 43
04 - 12 - 13 - 14 - 15 - 29
01 - 07 - 20 - 26 - 33 - 40
06 - 13 - 20 - 25 - 35 - 40
01 - 18 - 19 - 23 - 28 - 40
11 - 20 - 29 - 34 - 41 - 44
16 - 18 - 23 - 27 - 39 - 43
12 - 22 - 33 - 39 - 42 - 45
03 - 09 - 13 - 15 - 25 - 38
09 - 12 - 28 - 31 - 33 - 35
12 - 19 - 23 - 36 - 40 - 44
11 - 16 - 17 - 18 - 19 - 37
05 - 17 - 21 - 29 - 40 - 43
01 - 05 - 13 - 19 - 21 - 28
11 - 20 - 37 - 41 - 43 - 45
16 - 17 - 20 - 37 - 41 - 42
14 - 27 - 31 - 34 - 39 - 45
09 - 17 - 27 - 30 - 32 - 42
08 - 14 - 26 - 36 - 38 - 43
02 - 05 - 18 - 33 - 40 - 45
09 - 11 - 21 - 24 - 26 - 39
04 - 17 - 28 - 29 - 30 - 40
01 - 11 - 17 - 21 - 25 - 44
01 - 02 - 03 - 24 - 40 - 41
01 - 04 - 06 - 13 - 19 - 24
04 - 05 - 19 - 22 - 42 - 45
01 - 12 - 19 - 31 - 34 - 36
09 - 13 - 22 - 31 - 32 - 41
11 - 27 - 31 - 36 - 44 - 45
06 - 07 - 13 - 33 - 37 - 39
11 - 15 - 24 - 25 - 33 - 41
06 - 11 - 30 - 37 - 42 - 45
04 - 08 - 28 - 29 - 37 - 41
03 - 15 - 18 - 29 - 33 - 42
05 - 07 - 09 - 25 - 32 - 39
01 - 09 - 32 - 35 - 36 - 39
02 - 09 - 17 - 19 - 36 - 45
02 - 11 - 14 - 34 - 37 - 39
11 - 19 - 26 - 30 - 34 - 40
20 - 24 - 26 - 27 - 40 - 41
07 - 09 - 12 - 14 - 19 - 44
23 - 25 - 30 - 38 - 44 - 45
02 - 11 - 19 - 30 - 33 - 38
10 - 17 - 30 - 35 - 37 - 41
12 - 15 - 18 - 21 - 29 - 41
04 - 07 - 24 - 30 - 39 - 44
04 - 22 - 28 - 32 - 35 - 43
07 - 17 - 33 - 37 - 39 - 41
01 - 11 - 14 - 31 - 36 - 40
04 - 09 - 10 - 23 - 27 - 32
03 - 17 - 22 - 24 - 36 - 42
02 - 20 - 26 - 37 - 40 - 45
09 - 19 - 23 - 35 - 39 - 44
08 - 09 - 23 - 38 - 39 - 40
19 - 22 - 27 - 40 - 43 - 44
10 - 27 - 28 - 38 - 39 - 42
10 - 11 - 17 - 25 - 26 - 41
07 - 11 - 16 - 21 - 30 - 43
12 - 19 - 21 - 28 - 31 - 33
02 - 05 - 11 - 19 - 30 - 36
02 - 05 - 16 - 18 - 38 - 40
17 - 25 - 29 - 30 - 31 - 34
21 - 28 - 33 - 37 - 43 - 44
06 - 10 - 22 - 24 - 28 - 32
11 - 19 - 33 - 36 - 37 - 45
13 - 14 - 16 - 37 - 40 - 45
08 - 14 - 22 - 23 - 32 - 45
01 - 03 - 18 - 27 - 32 - 43
01 - 03 - 07 - 25 - 35 - 43
13 - 15 - 20 - 22 - 41 - 44
04 - 13 - 16 - 21 - 30 - 43
19 - 29 - 30 - 34 - 38 - 40
03 - 09 - 10 - 17 - 26 - 44
03 - 06 - 09 - 16 - 28 - 40
02 - 23 - 25 - 31 - 34 - 43
04 - 06 - 13 - 18 - 31 - 42
09 - 16 - 24 - 25 - 33 - 45
17 - 18 - 31 - 33 - 39 - 40
01 - 14 - 17 - 20 - 30 - 43
01 - 03 - 05 - 07 - 27 - 30
01 - 13 - 14 - 18 - 33 - 43
17 - 22 - 30 - 36 - 40 - 44
03 - 08 - 20 - 24 - 29 - 45
12 - 15 - 19 - 37 - 40 - 43
12 - 13 - 23 - 30 - 31 - 32
07 - 12 - 27 - 28 - 39 - 43
02 - 03 - 13 - 21 - 38 - 40
08 - 11 - 27 - 33 - 35 - 41
19 - 29 - 30 - 31 - 39 - 41
01 - 08 - 14 - 23 - 30 - 32
01 - 15 - 21 - 25 - 36 - 42
04 - 10 - 23 - 35 - 37 - 41
03 - 11 - 14 - 17 - 29 - 34
15 - 19 - 24 - 26 - 29 - 30
10 - 14 - 30 - 34 - 35 - 39
10 - 16 - 18 - 22 - 34 - 39
13 - 15 - 23 - 31 - 40 - 41
02 - 04 - 10 - 12 - 14 - 42
06 - 11 - 13 - 29 - 40 - 44
02 - 09 - 19 - 20 - 38 - 39
03 - 17 - 28 - 29 - 34 - 43
08 - 21 - 31 - 36 - 40 - 42
07 - 17 - 19 - 24 - 27 - 43
17 - 31 - 32 - 36 - 41 - 45
04 - 06 - 08 - 14 - 31 - 43
05 - 11 - 16 - 18 - 35 - 39
10 - 16 - 18 - 24 - 32 - 44
08 - 11 - 15 - 34 - 43 - 44
01 - 02 - 05 - 13 - 34 - 36
01 - 16 - 24 - 34 - 39 - 40
05 - 06 - 09 - 11 - 16 - 43
02 - 06 - 10 - 13 - 30 - 39
01 - 09 - 10 - 20 - 26 - 43
04 - 05 - 08 - 19 - 24 - 41
21 - 28 - 31 - 39 - 41 - 45
08 - 16 - 24 - 30 - 34 - 43
04 - 07 - 16 - 22 - 30 - 33
18 - 20 - 31 - 40 - 41 - 45
07 - 09 - 11 - 12 - 15 - 35
03 - 08 - 16 - 18 - 31 - 44
01 - 06 - 17 - 18 - 34 - 37
13 - 21 - 22 - 30 - 31 - 36
01 - 12 - 16 - 28 - 30 - 34
05 - 09 - 12 - 13 - 22 - 26
09 - 11 - 17 - 20 - 33 - 42
09 - 10 - 11 - 21 - 27 - 42
06 - 12 - 15 - 23 - 25 - 45
02 - 11 - 24 - 27 - 30 - 44
08 - 10 - 12 - 18 - 26 - 45
09 - 10 - 20 - 21 - 30 - 44
03 - 23 - 28 - 33 - 38 - 43
02 - 13 - 17 - 19 - 44 - 45
02 - 05 - 07 - 12 - 21 - 25
16 - 19 - 24 - 36 - 37 - 40
01 - 12 - 14 - 22 - 24 - 36
02 - 05 - 06 - 13 - 42 - 44
03 - 15 - 16 - 21 - 27 - 33
20 - 26 - 27 - 33 - 36 - 41
10 - 20 - 23 - 25 - 41 - 44
09 - 18 - 24 - 28 - 39 - 41
14 - 17 - 22 - 23 - 30 - 31
11 - 18 - 28 - 36 - 43 - 44
08 - 21 - 27 - 29 - 32 - 38
09 - 10 - 21 - 22 - 24 - 28
03 - 04 - 06 - 07 - 23 - 33
05 - 07 - 18 - 19 - 20 - 21
07 - 10 - 16 - 18 - 23 - 30
10 - 11 - 15 - 27 - 40 - 42
03 - 09 - 16 - 29 - 34 - 39
02 - 04 - 10 - 17 - 20 - 21
06 - 16 - 22 - 27 - 29 - 31
12 - 19 - 24 - 32 - 44 - 45
02 - 20 - 22 - 26 - 27 - 32
02 - 11 - 17 - 29 - 40 - 44
16 - 27 - 29 - 35 - 36 - 40
05 - 22 - 30 - 39 - 40 - 41
09 - 10 - 18 - 21 - 31 - 38
04 - 07 - 08 - 13 - 27 - 36
09 - 10 - 15 - 19 - 25 - 40
07 - 16 - 21 - 32 - 38 - 41
02 - 15 - 17 - 19 - 31 - 43
09 - 10 - 16 - 26 - 32 - 42
09 - 10 - 13 - 14 - 19 - 45
01 - 16 - 24 - 35 - 43 - 44
17 - 19 - 22 - 36 - 43 - 44
07 - 15 - 21 - 31 - 38 - 39
05 - 16 - 21 - 29 - 31 - 39
10 - 20 - 24 - 30 - 35 - 43
05 - 13 - 17 - 20 - 36 - 41
01 - 07 - 09 - 13 - 14 - 36
15 - 17 - 29 - 30 - 41 - 45
16 - 23 - 29 - 33 - 35 - 43
01 - 09 - 16 - 18 - 29 - 37
01 - 06 - 25 - 28 - 30 - 45
03 - 13 - 19 - 26 - 29 - 42
02 - 12 - 21 - 33 - 34 - 42
03 - 04 - 14 - 24 - 25 - 30
05 - 06 - 17 - 27 - 32 - 44
08 - 10 - 15 - 21 - 42 - 44
17 - 19 - 28 - 35 - 38 - 42
05 - 12 - 16 - 22 - 28 - 30
04 - 05 - 20 - 28 - 31 - 41
07 - 08 - 24 - 26 - 28 - 37
25 - 33 - 37 - 42 - 44 - 45
12 - 23 - 24 - 25 - 27 - 42
01 - 03 - 05 - 18 - 24 - 28
17 - 19 - 23 - 28 - 39 - 43
06 - 07 - 17 - 22 - 35 - 39
06 - 11 - 12 - 21 - 34 - 44
10 - 21 - 23 - 28 - 29 - 32
15 - 27 - 30 - 34 - 39 - 42
03 - 06 - 30 - 36 - 37 - 45
25 - 30 - 33 - 35 - 40 - 41
11 - 15 - 20 - 22 - 28 - 43
13 - 16 - 24 - 26 - 35 - 36
12 - 19 - 26 - 29 - 34 - 36
02 - 04 - 11 - 13 - 26 - 32
02 - 11 - 14 - 26 - 29 - 42
01 - 03 - 22 - 27 - 39 - 42
02 - 26 - 29 - 40 - 43 - 45
01 - 06 - 13 - 15 - 22 - 44
05 - 15 - 20 - 21 - 40 - 45
10 - 19 - 26 - 34 - 36 - 37
19 - 20 - 25 - 26 - 31 - 32
04 - 11 - 24 - 26 - 32 - 41
01 - 02 - 08 - 09 - 17 - 35
02 - 06 - 07 - 35 - 42 - 45
06 - 09 - 12 - 19 - 40 - 42
09 - 15 - 18 - 19 - 22 - 34
02 - 06 - 11 - 20 - 26 - 42
08 - 22 - 37 - 41 - 42 - 43
02 - 13 - 16 - 30 - 35 - 45
06 - 18 - 19 - 23 - 25 - 26
09 - 10 - 20 - 25 - 28 - 35
03 - 18 - 26 - 27 - 35 - 44
12 - 19 - 23 - 24 - 31 - 40
11 - 12 - 16 - 20 - 41 - 42
07 - 08 - 10 - 20 - 21 - 31
01 - 03 - 07 - 08 - 09 - 38
02 - 15 - 33 - 34 - 40 - 42
01 - 04 - 19 - 22 - 34 - 37
06 - 15 - 21 - 35 - 43 - 45
13 - 22 - 34 - 38 - 40 - 41
07 - 16 - 29 - 33 - 37 - 45
14 - 17 - 27 - 37 - 42 - 43
14 - 20 - 24 - 32 - 36 - 43
01 - 08 - 15 - 22 - 25 - 39
07 - 15 - 19 - 34 - 36 - 44
06 - 09 - 20 - 22 - 23 - 26
10 - 29 - 31 - 36 - 38 - 39
10 - 11 - 15 - 24 - 40 - 44
03 - 08 - 12 - 14 - 24 - 42
04 - 08 - 20 - 21 - 28 - 36
07 - 21 - 22 - 31 - 43 - 45
22 - 26 - 30 - 35 - 38 - 42
03 - 04 - 09 - 13 - 30 - 33
13 - 21 - 25 - 26 - 39 - 44
01 - 06 - 16 - 23 - 38 - 44
07 - 22 - 24 - 34 - 35 - 39
01 - 06 - 07 - 20 - 33 - 37
01 - 03 - 08 - 10 - 36 - 42
04 - 08 - 16 - 18 - 31 - 41
02 - 15 - 17 - 20 - 30 - 40
07 - 23 - 26 - 28 - 39 - 45
10 - 18 - 21 - 32 - 36 - 44
02 - 08 - 15 - 16 - 30 - 45
10 - 15 - 16 - 19 - 21 - 45
03 - 07 - 14 - 17 - 25 - 39
09 - 14 - 19 - 25 - 32 - 45
05 - 16 - 25 - 33 - 35 - 40
15 - 19 - 21 - 23 - 25 - 31
07 - 12 - 13 - 20 - 22 - 40
01 - 15 - 20 - 25 - 26 - 32
18 - 19 - 30 - 39 - 42 - 43
07 - 10 - 15 - 18 - 19 - 42
15 - 18 - 25 - 27 - 28 - 39
03 - 08 - 25 - 29 - 39 - 40
08 - 10 - 11 - 30 - 32 - 35
01 - 03 - 12 - 17 - 24 - 45
09 - 16 - 21 - 22 - 33 - 40
03 - 11 - 16 - 22 - 28 - 35
02 - 12 - 15 - 31 - 32 - 37
11 - 17 - 19 - 30 - 34 - 37
06 - 22 - 29 - 38 - 39 - 43
01 - 05 - 09 - 13 - 27 - 43
11 - 12 - 16 - 20 - 37 - 45
03 - 07 - 17 - 18 - 28 - 29
02 - 08 - 10 - 17 - 27 - 37
09 - 15 - 19 - 28 - 31 - 32
01 - 13 - 18 - 39 - 43 - 44
02 - 11 - 12 - 17 - 24 - 36
01 - 02 - 09 - 11 - 12 - 15
03 - 05 - 23 - 25 - 33 - 43
02 - 09 - 18 - 31 - 36 - 37
01 - 03 - 05 - 08 - 13 - 36
03 - 07 - 24 - 28 - 29 - 35
06 - 10 - 19 - 20 - 28 - 37
02 - 06 - 12 - 16 - 20 - 34
13 - 20 - 26 - 27 - 28 - 43
10 - 22 - 33 - 39 - 43 - 45
06 - 07 - 24 - 30 - 36 - 39
09 - 11 - 21 - 25 - 29 - 40
10 - 17 - 20 - 31 - 39 - 41
15 - 21 - 26 - 29 - 35 - 37
10 - 12 - 21 - 24 - 36 - 39
02 - 17 - 19 - 26 - 32 - 45
03 - 04 - 07 - 09 - 27 - 36
12 - 15 - 28 - 30 - 39 - 40
01 - 08 - 09 - 16 - 24 - 39
10 - 17 - 24 - 25 - 27 - 29
06 - 24 - 25 - 35 - 36 - 43
02 - 13 - 18 - 28 - 30 - 33
20 - 31 - 32 - 38 - 42 - 44
03 - 08 - 11 - 13 - 22 - 37
11 - 17 - 24 - 39 - 41 - 43
14 - 15 - 24 - 33 - 40 - 45
01 - 08 - 09 - 27 - 35 - 41
05 - 12 - 28 - 34 - 35 - 42
06 - 16 - 20 - 21 - 27 - 44
01 - 09 - 14 - 16 - 20 - 31
03 - 04 - 06 - 13 - 42 - 43
18 - 20 - 27 - 34 - 36 - 41
13 - 16 - 17 - 26 - 35 - 44
05 - 13 - 14 - 27 - 37 - 42
06 - 09 - 33 - 38 - 40 - 45
08 - 09 - 20 - 34 - 37 - 38
05 - 11 - 28 - 34 - 39 - 43
07 - 16 - 20 - 31 - 35 - 41
17 - 22 - 33 - 36 - 37 - 38
03 - 15 - 22 - 23 - 24 - 34
02 - 29 - 33 - 35 - 40 - 42
01 - 16 - 25 - 29 - 35 - 44
04 - 09 - 18 - 33 - 43 - 44
07 - 13 - 14 - 18 - 36 - 45
09 - 23 - 31 - 34 - 42 - 44
02 - 03 - 11 - 14 - 24 - 35
13 - 14 - 19 - 24 - 25 - 29
11 - 14 - 16 - 19 - 32 - 43
05 - 10 - 11 - 24 - 28 - 35
03 - 16 - 26 - 35 - 37 - 40
03 - 05 - 12 - 21 - 37 - 45
15 - 16 - 22 - 24 - 25 - 40
14 - 15 - 27 - 30 - 32 - 39
23 - 24 - 29 - 34 - 39 - 45
04 - 06 - 28 - 31 - 33 - 44
16 - 19 - 22 - 26 - 35 - 41
04 - 06 - 31 - 35 - 38 - 44
15 - 17 - 37 - 40 - 41 - 44
01 - 04 - 12 - 13 - 14 - 31
08 - 17 - 34 - 35 - 36 - 40
03 - 21 - 30 - 33 - 38 - 42
13 - 15 - 17 - 27 - 44 - 45
07 - 09 - 10 - 32 - 37 - 41
04 - 08 - 11 - 15 - 16 - 38
07 - 13 - 19 - 27 - 34 - 43
05 - 13 - 17 - 31 - 41 - 42
01 - 03 - 08 - 12 - 43 - 45
15 - 17 - 18 - 21 - 25 - 40
02 - 06 - 15 - 19 - 27 - 44
26 - 28 - 30 - 32 - 33 - 39
06 - 10 - 20 - 26 - 28 - 36
09 - 12 - 20 - 24 - 27 - 28
01 - 04 - 06 - 11 - 32 - 41
03 - 19 - 20 - 25 - 30 - 33
03 - 10 - 22 - 24 - 40 - 45
08 - 20 - 25 - 31 - 32 - 37
14 - 19 - 21 - 22 - 32 - 36
10 - 17 - 35 - 36 - 38 - 41
08 - 16 - 20 - 29 - 32 - 42
